"","ship_type","fuel_type","year","consumption"
"448","G","H2",2037,442.171327344047
"449","O","Oil",2037,630.260426615728
"450","O","LNG",2037,422.049392823032
"451","O","LPG",2037,437.680851816477
"452","O","MeOH",2037,0
"453","O","NH3",2037,217.33118159163
"454","O","RefPO",2037,750.31003168539
"455","O","H2",2037,328.260638862358
"456","C","Oil",2038,1011.35867549669
"457","C","LNG",2038,555.691579943235
"458","C","LPG",2038,679.178597708399
"459","C","MeOH",2038,0
"460","C","NH3",2038,312.975717439294
"461","C","RefPO",2038,963.198738568275
"462","C","H2",2038,401.332807736781
"463","T","Oil",2038,1214.79059674503
"464","T","LNG",2038,813.475846034616
"465","T","LPG",2038,783.347110996297
"466","T","MeOH",2038,0
"467","T","NH3",2038,283.625678119349
"468","T","RefPO",2038,1084.63446137949
"469","T","H2",2038,542.317230689744
"470","B","Oil",2038,1354.08556013964
"471","B","LNG",2038,1007.50413700866
"472","B","LPG",2038,895.559232896586
"473","B","MeOH",2038,0
"474","B","NH3",2038,380.458267216757
"475","B","RefPO",2038,1217.96055673936
"476","B","H2",2038,376.134877816566
"477","G","Oil",2038,1159.58901682905
"478","G","LNG",2038,683.329242059977
"479","G","LPG",2038,736.246994812097
"480","G","MeOH",2038,0
"481","G","NH3",2038,319.886625332152
"482","G","RefPO",2038,1030.74579273694
"483","G","H2",2038,437.146653169682
"484","O","Oil",2038,623.098376313276
"485","O","LNG",2038,417.253376995497
"486","O","LPG",2038,432.707205773108
"487","O","MeOH",2038,0
"488","O","NH3",2038,214.861509073543
"489","O","RefPO",2038,741.783781325328
"490","O","H2",2038,324.530404329831
"491","C","Oil",2039,999.733863134658
"492","C","LNG",2039,549.304320403658
"493","C","LPG",2039,671.371947160026
"494","C","MeOH",2039,0
"495","C","NH3",2039,309.378295399761
"496","C","RefPO",2039,952.127488699674
"497","C","H2",2039,396.719786958198
"498","T","Oil",2039,1200.82748643761
"499","T","LNG",2039,804.125548953759
"500","T","LPG",2039,774.343121214731
"501","T","MeOH",2039,0
"502","T","NH3",2039,280.365612853609
"503","T","RefPO",2039,1072.16739860501
"504","T","H2",2039,536.083699302506
"505","B","Oil",2039,1338.52135829895
"506","B","LNG",2039,995.923629686721
"507","B","LPG",2039,885.265448610418
"508","B","MeOH",2039,0
"509","B","NH3",2039,376.085183685529
"510","B","RefPO",2039,1203.96101011017
"511","B","H2",2039,371.811488416376
"512","G","Oil",2039,1146.26040744021
"513","G","LNG",2039,675.474882955839
"514","G","LPG",2039,727.784385676325
"515","G","MeOH",2039,0
"516","G","NH3",2039,316.209767569714
"517","G","RefPO",2039,1018.89813994686
"518","G","H2",2039,432.121978995318
"519","O","Oil",2039,615.936326010824
"520","O","LNG",2039,412.457361167963
"521","O","LPG",2039,427.733559729739
"522","O","MeOH",2039,0
"523","O","NH3",2039,212.391836555457
"524","O","RefPO",2039,733.257530965267
"525","O","H2",2039,320.800169797304
"526","C","Oil",2040,576.821391752577
"527","C","LNG",2040,845.159548355424
"528","C","LPG",2040,1032.9727813233
"529","C","MeOH",2040,505.983676975945
"530","C","NH3",2040,714.014101196824
"531","C","RefPO",2040,549.353706431026
"532","C","H2",2040,915.589510718377
"533","T","Oil",2040,692.337552742616
"534","T","LNG",2040,1236.31705846896
"535","T","LPG",2040,1190.52753778492
"536","T","MeOH",2040,493.442334739803
"537","T","NH3",2040,646.579611038363
"538","T","RefPO",2040,618.158529234479
"539","T","H2",2040,1236.31705846896
"540","B","Oil",2040,766.29375
"541","B","LNG",2040,1520.42410714286
"542","B","LPG",2040,1351.4880952381
"543","B","MeOH",2040,627.375
"544","B","NH3",2040,861.224137931034
"545","B","RefPO",2040,689.258928571428
"546","B","H2",2040,851.4375
"547","G","Oil",2040,663.576204749827
"548","G","LNG",2040,1042.76260746401
"549","G","LPG",2040,1123.51526730129
"550","G","MeOH",2040,527.756513719161
"551","G","NH3",2040,732.222019034292
"552","G","RefPO",2040,589.845515333179
"553","G","H2",2040,1000.63078494022
"554","O","Oil",2040,354.366197183099
"555","O","LNG",2040,632.796780684104
"556","O","LPG",2040,656.233698487219
"557","O","MeOH",2040,341.932295527551
"558","O","NH3",2040,488.78096163186
"559","O","RefPO",2040,421.86452045607
"560","O","H2",2040,738.262910798122
"561","C","Oil",2041,570.035257731959
"562","C","LNG",2041,835.216494845361
"563","C","LPG",2041,1020.82016036655
"564","C","MeOH",2041,500.030927835052
"565","C","NH3",2041,705.613935300391
"566","C","RefPO",2041,542.890721649484
"567","C","H2",2041,904.817869415808
"568","T","Oil",2041,684.192405063291
"569","T","LNG",2041,1221.77215189873
"570","T","LPG",2041,1176.52133145804
"571","T","MeOH",2041,487.637130801688
"572","T","NH3",2041,638.97279208497
"573","T","RefPO",2041,610.886075949367
"574","T","H2",2041,1221.77215189873
"575","B","Oil",2041,757.278529411765
"576","B","LNG",2041,1502.53676470588
"577","B","LPG",2041,1335.58823529412
"578","B","MeOH",2041,619.994117647059
"579","B","NH3",2041,851.092089249493
"580","B","RefPO",2041,681.15
"581","B","H2",2041,841.420588235294
"582","G","Oil",2041,655.769425870417
"583","G","LNG",2041,1030.49481208208
"584","G","LPG",2041,1110.29744062716
"585","G","MeOH",2041,521.547613557759
"586","G","NH3",2041,723.607642339771
"587","G","RefPO",2041,582.90615632926
"588","G","H2",2041,988.858658058566
"589","O","Oil",2041,350.197183098591
"590","O","LNG",2041,625.352112676056
"591","O","LPG",2041,648.513302034429
"592","O","MeOH",2041,337.909562638992
"593","O","NH3",2041,483.030597377368
"594","O","RefPO",2041,416.901408450704
"595","O","H2",2041,729.577464788732
"596","C","Oil",2042,563.24912371134
"597","C","LNG",2042,825.273441335297
